ticker,total_trades,winning_trades,losing_trades,win_rate,total_return_pct,average_return_pct,median_return_pct,return_std_dev,sharpe_ratio,max_drawdown_pct,profit_factor,buyhold_return_pct,outperformance_pct
AAPL,213,53,160,0.24882629107981222,-49.36826875201276,-0.23177590963386271,-0.18825827461707723,0.7195848759784909,-5.1131265032755655,-39.903539495227996,0.35121297527387974,-18.209013932882012,-31.159254819130748
MSFT,139,37,102,0.26618705035971224,-21.137931404297458,-0.15207144895178026,-0.16109683687791215,0.5162243907527598,-4.676376118373252,-19.25603955185096,0.39307992749306647,20.18473997216248,-41.32267137645994
AMZN,143,54,89,0.3776223776223776,-29.843057681983495,-0.20869271106282164,-0.13238050609184868,0.7252931813461353,-4.567661972605084,-27.978881809329927,0.4222495053337091,5.097194339715028,-34.94025202169853
GOOGL,224,69,155,0.3080357142857143,-39.336148803876256,-0.17560780716016186,-0.16188583344156984,0.6146550714083695,-4.535368934279808,-32.83335947588059,0.41700883886589346,2.1519134581830857,-41.488062262059344
META,151,48,103,0.31788079470198677,-33.814218049156345,-0.22393521886858506,-0.2,0.8340230090646141,-4.2623061412627825,-29.589783035017042,0.41894033005633774,3.6022979792349474,-37.41651602839129
NVDA,230,67,163,0.29130434782608694,-50.48595049097736,-0.21950413256946677,-0.20918384942779605,0.7937365033348037,-4.390021202929078,-41.42296015430926,0.43663456537705336,15.89193962748876,-66.37789011846613
TSLA,329,112,217,0.3404255319148936,-74.74230959574207,-0.2271802723274835,-0.18548749546938617,1.138877552056652,-3.166604709732049,-56.164197082884,0.5636019560478464,7.331139913592577,-82.07344950933465
ORCL,27,10,17,0.37037037037037035,2.391195555003182,0.08856279833345118,-0.2313596491228142,1.404654513537447,1.0008801632460524,-5.830157983120698,1.1906154422949067,38.86872153653225,-36.47752598152907
CRM,24,9,15,0.375,-5.125405179427505,-0.2135585491428127,-0.14118064656799656,1.051622190041983,-3.2237213139887713,-7.640597749968836,0.4964583437279141,-10.748750978813515,5.62334579938601
ADBE,19,10,9,0.5263157894736842,-3.8819380826947194,-0.20431253066814312,0.001314433579883978,0.9374970172909088,-3.459595940545331,-5.2298400801703915,0.55040767842315,-11.692494819353083,7.810556736658364
NFLX,38,13,25,0.34210526315789475,-9.867906684307684,-0.25968175485020223,-0.2,0.6341163498238256,-6.500889089631812,-11.557140888038152,0.3027428071320939,25.69089048106448,-35.55879716537216
INTC,54,25,29,0.46296296296296297,1.6098191173423022,0.029811465135968558,-0.11468097120271217,1.4393238102877024,0.328794906626936,-5.979580527913339,1.0648881051465935,-16.367265469061888,17.97708458640419
IBM,25,8,17,0.32,-4.417871708617864,-0.17671486834471456,-0.11767366136034231,0.5096470477784967,-5.504322216470556,-5.068841909327173,0.3580131738511495,10.636242907159254,-15.054114615777117
AMD,36,15,21,0.4166666666666667,-3.803114751760141,-0.1056420764377817,-0.14582707917091672,0.934913674513807,-1.793765584084751,-7.6821116772121725,0.7370278176960853,30.79259034315214,-34.595705094912276
QCOM,19,7,12,0.3684210526315789,0.7836591216952976,0.04124521693133145,-0.13421139282186742,0.5756157113117389,1.1374733311834275,-1.4808064968586088,1.210570548490425,1.9636691574336451,-1.1800100357383476
JPM,65,16,49,0.24615384615384617,-27.196872467416014,-0.41841342257563097,-0.2701731958762835,0.7749770602843392,-8.570714552043643,-24.052202116955105,0.18094521088456955,1.167388439088679,-28.364260906504693
BAC,47,18,29,0.3829787234042553,-6.990180604439264,-0.14872724690296305,-0.12430047895134576,0.6226771538763118,-3.791646820843906,-7.35273720279875,0.4914746541272063,11.448948948948946,-18.43912955338821
C,36,16,20,0.4444444444444444,-4.572202853437967,-0.1270056348177213,-0.06084657227433153,0.6347654833257198,-3.176215471619941,-5.557028026948937,0.5888830513243719,0.5982433447383917,-5.170446198176359
WFC,23,10,13,0.43478260869565216,-6.2036087038899925,-0.26972211756043446,-0.1608081600627682,1.230928554367307,-3.4784357400439094,-10.260952057913766,0.5687191413764319,9.814786701077871,-16.018395404967862
USB,7,2,5,0.2857142857142857,-1.716526977523643,-0.2452181396462347,-0.2,0.9243021600143715,-4.2115202746410825,-2.2746396286342567,0.4285209170665858,-5.934861278648973,4.21833430112533
PNC,1,0,1,0.0,-0.6354615384615429,-0.6354615384615429,-0.6354615384615429,0.0,0.0,0.0,0.0,0.014102564102569382,-0.6495641025641122
AXP,9,4,5,0.4444444444444444,-4.846021927202262,-0.5384468808002514,-0.020184222595944656,1.2450609147499416,-6.865189601275151,-4.669380442046321,0.23131430261363883,2.7044970124742385,-7.5505189396765005
V,17,4,13,0.23529411764705882,-3.508397495577623,-0.20637632326927194,-0.18303437755995527,0.44130790226925903,-7.42366622108504,-4.076939577416323,0.22221857783217872,3.3981552871298337,-6.906552782707457
MA,11,2,9,0.18181818181818182,-4.915217753747405,-0.44683797761340044,-0.5483157413405557,0.4610811694471437,-15.384130735874207,-4.139028068452831,0.0752846376844664,1.3492574731454265,-6.264475226892832
GS,63,17,46,0.2698412698412698,-20.34918869817814,-0.3230029952091768,-0.24558372987417307,0.8351245908843584,-6.139818710026267,-20.024610089423938,0.3540396591743282,4.453501913159208,-24.802690611337347
MS,44,14,30,0.3181818181818182,-22.02926682517262,-0.5006651551175595,-0.19610981308411568,0.9517876854744799,-8.350405310589554,-21.15628600985852,0.1860398709498893,-1.3053263315829011,-20.72394049358972
BLK,48,16,32,0.3333333333333333,-12.690188501880378,-0.2643789271225079,-0.2,0.7032075270809666,-5.968203121679791,-12.43477481340555,0.34490544170127624,-0.936083374367358,-11.75410512751302
COF,15,7,8,0.4666666666666667,-1.561695670421101,-0.10411304469474006,-0.01038191648453693,0.8760306044734881,-1.8866274061207495,-4.78045168174096,0.7274374448552012,16.8262571514604,-18.387952821881502
BK,2,0,2,0.0,-1.557436808236409,-0.7787184041182045,-0.7787184041182045,0.11222509059666064,-110.15158344851474,-0.6664933135215392,0.0,-2.5120709904737026,0.9546341822372937
JNJ,18,7,11,0.3888888888888889,-2.49310904857906,-0.13850605825439222,-0.1396835931118056,0.8461027971678795,-2.598638745388077,-4.164263960605276,0.620031301258099,-6.0160427807486645,3.5229337321696046
PFE,25,8,17,0.32,-4.293410467088423,-0.17173641868353692,-0.2,0.6761009444719672,-4.032284160564529,-5.894469246427253,0.48520508122474576,-6.290621381705908,1.9972109146174848
UNH,34,15,19,0.4411764705882353,16.556006334752297,0.48694136278683225,-0.09194633289649996,2.575140879308856,3.001759847835466,-6.139320678780027,2.2428111699973208,-39.86598797319759,56.42199430794989
MRK,35,11,24,0.3142857142857143,-2.865521661082289,-0.08187204745949397,-0.2,0.7838758271925266,-1.6580157422226254,-6.053366802539526,0.7485035650371836,-12.429501084598705,9.563979423516416
ABBV,10,5,5,0.5,-0.3120273998086933,-0.03120273998086933,0.21556064257027902,1.0441932037226271,-0.47436445622637013,-3.242811054452178,0.9271442047599017,-12.752271640363455,12.440244240554762
LLY,44,9,35,0.20454545454545456,-33.6616685792661,-0.7650379222560477,-0.35541558906877835,2.0636951967851767,-5.8848809329290805,-28.58052074973444,0.24940703614713378,-12.313056444892768,-21.348612134373333
TMO,4,0,4,0.0,-6.719130658219215,-1.6797826645548037,-1.7617669134781626,1.094528731765842,-24.36274384435382,-5.405624226594088,0.0,-7.4314606741572975,0.7123300159380825
AMGN,8,1,7,0.125,-3.0312131331280128,-0.3789016416410016,-0.2546302843713357,0.7888736563979503,-7.6246393095208225,-3.4778674338529636,0.20864927595206484,-13.899819544807745,10.868606411679732
BMY,11,4,7,0.36363636363636365,-5.505241464204881,-0.5004764967458982,-0.08213382774313117,0.9237988996338459,-8.600159718401729,-5.47052874337875,0.19255382438885282,-19.043633235209445,13.538391771004564
GILD,4,2,2,0.5,0.8465181259018462,0.21162953147546154,0.29008252850648664,0.48839965591631446,6.8786179954696065,-0.5255772769680304,2.609337392489095,2.0646236459586964,-1.2181055200568502
REGN,14,8,6,0.5714285714285714,2.994837382206929,0.21391695587192353,0.33479860118078597,1.2629197474519145,2.6888695070244935,-5.448741554143491,1.510609721771735,-2.5954713813928887,5.590308763599818
ABT,7,4,3,0.5714285714285714,4.200503671734281,0.6000719531048972,0.08061357444624628,1.4561388666378903,6.54185336179966,-0.39960000000000523,9.739951379643518,5.894894776325654,-1.6943911045913733
BIIB,6,2,4,0.3333333333333333,-0.47049860319821357,-0.07841643386636893,-0.2,0.7135597017905304,-1.744524379869138,-1.190265297246046,0.7661532372154669,-10.419630156472259,9.949131553274045
MRNA,10,3,7,0.3,-0.9252879480449074,-0.09252879480449075,-0.2931576376878617,0.6639384954964334,-2.2123270317275012,-2.75015975535609,0.7106904216333756,-3.971119133573997,3.0458311855290896
DHR,6,3,3,0.5,-1.5418282749088763,-0.2569713791514794,-0.08512961595435109,1.103457465930995,-3.6968295613776885,-2.7123960491145125,0.5545765695138607,-7.767689868857175,6.225861593948299
PG,7,2,5,0.2857142857142857,-2.962221646237927,-0.42317452089113244,-0.2602576450758454,0.8786444558759547,-7.645512602755729,-3.529676031954349,0.1682021585704638,-2.476089890277533,-0.48613175596039415
KO,12,1,11,0.08333333333333333,-3.1950588014604246,-0.26625490012170205,-0.23478780521642653,0.2852849338429044,-14.815593131790317,-2.7358616414766423,0.0890064830276377,0.9306987399770872,-4.125757541437512
PEP,15,5,10,0.3333333333333333,-0.9083214117021459,-0.06055476078014306,-0.2993548387096677,0.5616497359624624,-1.7115240421226576,-2.9167727531210703,0.7521728528871657,-11.966042312356818,11.057720900654672
COST,13,2,11,0.15384615384615385,-5.302305684149757,-0.40786966801151975,-0.3084774678111578,0.4989964700172755,-12.975503119462124,-4.8795473169006405,0.04171279402079462,-4.873338850679687,-0.4289668334700698
MDLZ,1,0,1,0.0,-0.3466733637276854,-0.3466733637276854,-0.3466733637276854,0.0,0.0,0.0,0.0,-0.11591067150915624,-0.2307626922185292
GIS,3,1,2,0.3333333333333333,-1.1419918729478362,-0.38066395764927874,-0.7324045407636753,0.8147222152488491,-7.417071582254522,-1.154986990459684,0.3949364220111607,-8.232118758434549,7.090126885486713
CL,5,0,5,0.0,-4.388790288793569,-0.8777580577587137,-1.008150851581513,0.3658820938596194,-38.083244374407414,-3.0829929946673476,0.0,-2.145922746781115,-2.242867542012454
KR,15,6,9,0.4,-4.960328682465297,-0.3306885788310198,-0.1381143740339934,0.8796614221097292,-5.9676579125038804,-7.017820156702932,0.3380105815864766,2.7233115468409563,-7.683640229306254
STZ,3,2,1,0.6666666666666666,-0.25246969031151406,-0.08415656343717136,0.008408071748871676,0.19990916101064427,-6.682755415197736,-0.3617813765182146,0.3021484612025003,-4.8953662182361635,4.642896527924649
MO,3,1,2,0.3333333333333333,-1.0036638957835848,-0.3345546319278616,-0.2876532399299425,0.5285710349213659,-10.047637470459037,-1.2888594177916868,0.22301864835082888,-2.9940119760479056,1.9903480802643208
PM,8,3,5,0.375,-4.264951223702234,-0.5331189029627792,-0.15899343406580052,1.215388584541434,-6.963205287957863,-4.259429755522802,0.14427573012120615,13.422074320576826,-17.68702554427906
SJM,2,2,0,1.0,5.102274328641115,2.5511371643205574,2.5511371643205574,1.1721218679534529,34.551054877894785,0.0,0.0,-7.170172084130022,12.272446412771137
EL,4,2,2,0.5,1.8006359098513598,0.45015897746283995,0.2325621093071394,2.3492631853262123,3.0418270177194064,-3.529776402795514,1.505932213444049,-3.620352250489234,5.420988160340594
